session_id,avg_resolution,rebuffering_ratio,startup_latency,bitrate_switches_per_second
train_03659,695.0557946545285,0.0,8.768,0.006209573091849935
train_04197,720.0000000000001,0.0,0.0,0.0
train_00325,327.10779179379756,0.0,1.448,0.010380982040901068
train_00665,410.8843286733151,0.0,1.023,0.0076972813202376925
train_01668,333.483793895635,0.0,0.0,0.006563833278634723
train_00658,1079.9999999999998,0.0,0.0,0.0
train_01347,480.0,0.0,0.0,0.0
train_07509,1079.9999999999998,0.0,1.248,0.0
train_03083,304.6496585499788,0.09953611324838853,0.0,0.003545520943392213
train_03627,720.0000000000002,0.0,0.0,0.0
train_03732,257.6748072058166,0.0,0.0,0.0040835410834859556
train_05880,1080.0000000000002,0.0,0.0,0.0
train_07620,186.70856787447303,0.0,0.0,0.0018401397034062826
train_05014,1080.0000000000002,0.0,0.0,0.0
train_00520,340.9129141304844,0.14732579531805118,5.367,0.012080322061386156
train_01073,208.0841172237488,0.0,1.374,0.003690288820454533
train_00062,720.0000000000001,0.1411466879333156,0.0,0.0
train_01860,1080.0,0.0,0.0,0.0
train_01526,901.5519364992473,0.0,3.033,0.007339557277904998
train_02302,720.0000000000001,0.0,0.0,0.0
train_01376,185.3075453478638,0.0,0.0,0.0018896911677724509
train_04055,359.99999999999983,0.0,1.759,0.0
train_02137,240.00000000000003,0.0,3.935,0.0
train_06814,340.1881831873593,0.0,2.673,0.010644752669171732
train_01203,390.74041982653875,0.0,1.089,0.014008898452296898
train_00742,479.9999999999999,0.0,0.0,0.0
train_02301,540.3690718305113,0.0,1.688,0.025491020787927452
train_04247,541.470864519257,0.004475621950849974,0.0,0.009131502771411091
train_05877,928.7216570860116,0.0,3.49,0.0020745295485616252
train_02022,719.9999999999999,0.07288370240661486,0.0,0.0
train_05066,502.9927772350998,0.0,0.0,0.005347555454150059
train_04219,360.00000000000006,0.0,0.0,0.0
train_07480,443.44126984126984,0.0,0.0,0.00647878198898607
train_05906,317.06495975348884,0.0,1.597,0.014543883050558691
train_04620,436.1041818478702,0.0,0.0,0.00487423261300299
train_03047,557.7406623026568,0.0,1.085,0.018168274558965136
train_07724,702.3986997241191,0.0,0.0,0.004935257645125364
train_01834,719.9999999999999,0.0,0.0,0.0
train_03430,356.06397037161736,0.0,16.401,0.014884773249085517
train_03612,425.78356749601363,0.0,0.0,0.007521285237221337
train_02993,573.8245747945977,0.0,0.0,0.0035667853811734364
train_00411,626.7974526621821,0.0,1.603,0.00315437014325572
train_05894,479.9999999999999,0.0,0.0,0.0
train_06523,464.568395277505,0.0,0.0,0.004326213827444635
train_03515,437.6591021666146,0.0,4.423,0.01294697105612142
train_01406,474.32219326137084,0.0,0.0,0.001364647443333015
train_06396,359.61753298485803,0.16517777983122342,6.296,0.012196014342512867
train_01117,306.13631125401145,0.14805466242804988,0.0,0.0035503483779345847
train_01592,291.36429846259824,0.0,0.0,0.01878698688042083
train_00228,502.7235252023344,0.0,5.082,0.021246082753492324
train_04538,720.0,0.0,1.073,0.0
train_02153,1080.0,0.0,1.126,0.0
train_02062,240.00000000000006,0.0,0.0,0.0
train_04276,419.01995281412997,0.0867201058944246,4.859,0.007870183939315635
train_02616,719.9999999999999,0.0,0.0,0.0
train_02170,395.31993195936354,0.0,0.0,0.009397877959156822
train_00419,397.40401153893043,0.0,0.938,0.0022620135539852156
train_06842,357.4236549971305,0.0,2.124,0.006604998001988105
train_01698,609.8398840285341,0.0,0.0,0.010920100355722268
train_05109,200.42033490424143,0.0,1.9140000000000001,0.005304195618734419
train_05241,360.0,0.0,0.0,0.0
train_07348,912.3292535247025,0.0,2.541,0.0036700480042278954
train_01208,430.4637815212726,0.027522783154938765,1.671,0.010323184495953312
train_04688,1080.0,0.0,1.718,0.006637770240220904
train_01213,207.72119018764766,0.0,0.0,0.0036891316337503894
train_01700,1079.9999999999998,0.0,0.0,0.0
train_00556,1079.9999999999998,0.0,0.0,0.0
train_02658,480.0,0.0,0.0,0.0
train_03305,297.8674051390413,0.0,1.287,0.008276141745479675
train_04515,720.0,0.0,0.932,0.0
train_05747,527.0844199389018,0.0,1.195,0.022553847310453706
train_06524,605.7319387565816,0.0,0.0,0.0035673006949101752
train_01913,1079.9999999999998,0.0,0.0,0.0
train_02842,720.0,0.0,1.193,0.011731030922997513
train_06559,359.99999999999994,0.0,0.0,0.0
train_07244,480.0,0.0,0.0,0.0
train_07547,356.521345602655,0.01967365615728868,3.584,0.026882081748410596
train_04683,360.0000000000001,0.0,1.607,0.01485906179883802
train_00320,720.0000000000002,0.0,0.0,0.0
train_05510,479.99999999999994,0.0,0.0,0.012535726821441107
train_04088,594.4284157768578,0.0,0.0,0.01452749328103436
train_05618,480.00000000000006,0.0,0.0,0.0
train_00669,597.1412395709178,0.09323268441266057,0.0,0.009128085292828976
train_02736,480.0,0.0,0.0,0.0
train_05917,1080.0,0.0,0.0,0.0
train_03579,754.7312419739496,0.0,0.0,0.013589079815460297
train_04105,277.939851487193,0.0,1.263,0.004140743884638876
train_06736,1080.0,0.0,1.288,0.011819073621009583
train_03212,719.9999999999999,0.0,0.0,0.0
train_07128,399.30093776641087,0.01918158567774936,4.979,0.04228091439524198
train_03559,719.9999999999999,0.0,0.0,0.0
train_07196,444.7784298073397,0.0,0.0,0.005393626890466225
train_07007,317.0145684664064,0.0,1.52,0.014545907924402838
train_07272,312.2534558141589,0.0,2.146,0.005586654599492731
train_05808,594.3611623804862,0.0,0.0,0.002726288784865826
train_04147,303.16427025238573,0.0,1.415,0.006507422800274179
train_03543,480.00000000000006,0.0,0.0,0.0
train_04011,339.50969649091513,0.0,4.9879999999999995,0.019739958940885403
train_02067,480.0,0.0,0.0,0.0
train_03928,720.0000000000001,0.0,0.0,0.0
train_06566,480.0,0.0,0.0,0.0
train_07284,1079.9999999999998,0.0,0.0,0.0
train_06534,332.8637018212622,0.0,0.0,0.00941220763330039
train_01334,360.00000000000006,0.0,3.524,0.0
train_05043,1080.0,0.0,0.0,0.0
train_00838,341.9922467554357,0.0,4.5809999999999995,0.021768944423884884
train_03386,251.85340584046244,0.034512779710278337,0.0,0.0027242686019870815
train_00828,185.27737470446715,0.0,0.0,0.0018898983045722308
train_02747,729.1606913251604,0.0,5.025,0.005475032028937369
train_03782,208.38508041184087,0.0,1.074,0.005521699358194477
train_06388,299.7032446346302,0.0,5.558,0.016908934117156365
train_04108,780.8231754848916,0.0,1.7730000000000001,0.005789055501122353
train_00945,376.1799890033139,0.03884009728599805,0.0,0.010307259402797392
train_07637,343.44990583335084,0.0,0.933,0.0019193342213452997
train_03342,720.0000000000001,0.0991036980257673,0.621,0.0
train_01726,1080.0000000000002,0.0,0.0,0.0
train_05435,732.2228343320139,0.0,4.518,0.004278642301224975
train_06469,440.7087104651333,0.0,0.0,0.004874078189962323
train_07055,445.6254101382247,0.0,0.0,0.005228853861377856
train_03971,383.2449259920151,0.0,3.715,0.006496185115291045
train_04079,474.2560574399712,0.0,0.0,0.0013639810788544742
train_00102,583.8703321115789,0.0,0.0,0.005458321620684855
train_03846,360.0,0.0,0.0,0.0
train_03260,297.5623493448846,0.05109150189088909,3.242,0.005679688298706167
train_03743,719.9999999999999,0.0,0.0,0.0
train_04592,480.0000000000001,0.0,0.0,0.0
train_06518,324.67508973603015,0.008203619210093945,6.674,0.018010229810532383
train_00800,540.3581957842804,0.04687029943242213,0.0,0.00876749992986
train_01447,360.0000000000001,0.0,0.0,0.0
train_07017,720.0,0.0,0.0,0.0
train_06915,322.9676638693743,0.07750089565553682,2.474,0.012941968214526065
train_06166,424.27284336467505,0.12179529375212286,1.887,0.006030471974889115
train_05185,308.13483856115624,0.0,3.1310000000000002,0.004546002132075
train_03601,720.0,0.0715808703826405,0.0,0.0
train_07673,501.17222642853955,0.0,1.457,0.015008141916989967
train_01332,357.4342985684877,0.0,0.0,0.009541825398907938
train_01825,1079.9999999999998,0.0,0.0,0.0
train_02509,720.0,0.0,0.0,0.0
train_00693,1080.0,0.0,0.0,0.0
train_07603,1080.0,0.0,0.0,0.0
train_05546,297.07943851222683,0.058916804484830186,8.716,0.007963701448796386
train_01539,719.9999999999999,0.0,0.0,0.0
train_03119,257.33213440258385,0.0,1.1,0.0020435814173054563
train_00729,565.8131571555056,0.23407092390241477,15.755,0.015026446545920821
train_05017,720.0,0.0,1.44,0.0
train_04992,542.9696361415771,0.005601775155084222,0.0,0.009120342924893976
train_06652,285.71393121963354,0.12146331419647943,0.0,0.003043686025524351
train_05689,720.0,0.0,0.0,0.0
train_01885,1080.0,0.0,0.0,0.0
train_06663,547.1988103773334,0.008120236862370216,0.0,0.008923822680073818
train_05829,480.0,0.0,0.0,0.0
train_04301,480.00000000000006,0.0,1.085,0.01047789687653894
train_00427,316.2974003466204,0.22249823480326078,3.042,0.020901961440061533
train_00468,542.8504515148959,0.014146763439952739,0.0,0.007133863379382423
train_07241,573.1623465983663,0.006084769327102341,0.0,0.0035593141913416127
train_07046,538.6461481894031,0.08410881425767415,5.627,0.012213218366237781
train_05384,410.21417794529475,0.0,0.0,0.008351102623916445
train_06339,307.2453089630749,0.0,1.603,0.004339072479866704
train_04447,360.0,0.0,0.0,0.0
train_05694,319.9338585474845,0.0,5.289,0.01417796177621505
train_01279,720.0000000000001,0.10159190922009395,0.0,0.0
train_01166,1080.0,0.0,4.242,0.0
train_06375,420.7216830817774,0.0,0.0,0.0040907101336435
train_05939,720.0,0.0,0.0,0.0
train_02985,1080.0000000000002,0.0,0.0,0.0
train_04596,444.27633165763035,0.0,0.0,0.005847175302700957
train_03796,1080.0000000000002,0.0,0.0,0.0
train_07642,431.7374453698358,0.0,1.088,0.03461740840233737
train_06229,560.0140097428556,0.2032036756073684,0.0,0.009789860641333772
train_02580,360.00000000000006,0.0,0.0,0.0
train_00776,361.13225750432537,0.0,1.874,0.026041158050298496
train_02867,311.30594229283173,0.0,1.5819999999999999,0.01985177342509264
train_06750,582.6626033370936,0.0,3.543,0.01735463325321278
train_07459,319.2553146939804,0.08097279019119367,8.425,0.006281505676910755
train_01591,720.0,0.0,0.0,0.0
train_04947,422.84201146792464,0.02412895625777156,1.92,0.01042057438205994
train_07462,288.45930831549697,0.07046230153449996,0.0,0.004089901487906162
train_00128,432.87313047370907,0.04915577185753148,5.796,0.006254651897348653
train_06505,397.5763503640876,0.0,0.0,0.006000618063660558
train_05836,360.0,0.0,3.961,0.0
train_06882,316.97943070419444,0.0,1.573,0.014545938150670982
train_05411,273.0816832260018,0.0,0.0,0.0038841286734146926
train_02888,479.99999999999994,0.0,0.0,0.0
train_07378,659.9581435975078,0.0,0.0,0.010190415186630176
train_02878,359.99999999999994,0.0,0.0,0.0
train_04899,1080.0000000000002,0.0,0.0,0.0
train_03661,720.0,0.0,1.115,0.0
train_02415,339.94744384005025,0.06557400423472041,5.192,0.012885900505385017
train_06939,541.936208501177,0.010117421426187326,0.0,0.007136205180171341
train_01562,480.00000000000006,0.0,0.0,0.0
train_05409,331.9153474905983,0.1322338105844225,1.795,0.012044637426301874
train_00549,360.00000000000006,0.0,0.0,0.0
train_04249,519.3538705475962,0.0,5.147,0.014692378328741965
train_02938,793.5618192684384,0.0,5.082,0.012586849259893262
train_03950,510.4013548972963,0.0,0.0,0.005571123751371889
train_03694,420.5058883768562,0.0,1.822,0.011497688964518131
train_02877,1080.0,0.0,3.513,0.0
train_00405,897.585998047044,0.0,3.545,0.01037617795560241
train_02520,373.3671761481725,0.0,1.326,0.024724782267386156
train_04900,1080.0,0.0,0.0,0.0
train_02245,360.0,0.0,0.0,0.0
train_01633,303.91453257364634,0.0,0.0,0.0026365815138723737
train_01844,202.62104811917266,0.0,0.0,0.002679241238881149
train_03344,360.0000000000001,0.0,3.158,0.0
train_07199,720.0,0.0,0.0,0.0
train_04691,360.0,0.0,0.0,0.0
train_02879,360.0,0.0,0.0,0.0
train_07037,270.39724385859796,0.030912971839424805,1.125,0.008607926178425093
train_01011,276.117924110154,0.05387446763407912,0.0,0.004073701405834355
train_01931,261.34348430978514,0.003278456227134539,1.077,0.004318124897444534
train_04733,1080.0,0.0,1.185,0.0
train_02108,480.0,0.0,0.0,0.0
train_07736,360.0,0.0,5.411,0.005638504217601155
train_03489,400.20734023385296,0.0,5.393,0.016720171214553235
train_05928,1080.0,0.0,0.0,0.0
train_05797,441.71187245948374,0.07599113128860263,0.0,0.004760952571390484
train_02529,534.140752174394,0.0,1.408,0.01061486612000106
train_04840,232.95972969293766,0.0,0.0,0.0017452677066135177
train_01111,480.0,0.0,1.8900000000000001,0.01031182973106748
train_03832,601.3784592117536,0.0,0.0,0.0035668871597412583
train_04009,479.99999999999994,0.0,3.636,0.0
train_02489,515.0502114164905,0.008547502642706132,5.293,0.01742767514813524
train_07526,465.4937755252669,0.0,1.5230000000000001,0.0062088277112398406
train_02769,556.322224993335,0.03355206013123608,0.0,0.008898570533629477
train_07049,464.23779827277605,0.027444928487862435,1.642,0.013786305373557175
train_03656,251.31726433748466,0.10500865904575292,1.783,0.005339591334377224
train_05752,360.0,0.031021646215359164,2.284,0.012020097603192538
train_04392,720.0000000000001,0.10393158143033826,0.0,0.0
train_05737,386.6567562845543,0.16385740894836434,0.0,0.001770792199306204
train_02765,200.39992399290594,0.0,1.171,0.002647316547581544
train_02076,518.5260610948684,0.0,3.8609999999999998,0.014814266138291171
train_07633,359.9999999999999,0.0,2.421,0.0068565003051142635
train_05838,1080.0,0.0,0.0,0.0
train_00374,1080.0000000000002,0.0,0.0,0.0
train_07101,575.5324521777625,0.010063151132171983,0.0,0.005453566291506752
train_05438,239.99999999999991,0.0,0.0,0.0
train_02495,391.5406780452134,0.13041245935307205,8.86,0.009126835634817053
train_01647,359.9999999999999,0.0,1.482,0.0
train_02860,480.0,0.0,2.885,0.002957521124094629
train_00344,385.8048249226208,0.0,0.0,0.004916868053387354
train_03346,248.21525611085755,0.0,0.0,0.01509086587615681
train_00785,305.3731776280522,0.0,1.625,0.002639058595017985
train_06512,720.0000000000001,0.0,0.0,0.0
train_02987,297.91671808417334,0.0,1.299,0.008276501357346222
train_02364,622.1236364310121,0.0,0.0,0.006176108650103373
train_06956,515.7798846448993,0.008226683499599804,5.166,0.017387070974023713
train_00633,461.2114758876681,0.0,0.0,0.003965680996654948
train_04494,752.2594026682692,0.0,0.0,0.00969222344451929
train_02133,466.4659567602452,0.0,2.014,0.010873938431760601
train_05106,719.9999999999999,0.0,0.0,0.0
train_01261,480.0,0.0,0.0,0.0
train_04758,479.99999999999994,0.0,0.0,0.0
train_03169,667.4310773261757,0.0,0.0,0.010178131847519952
train_04598,390.04434008742226,0.010398431849390455,2.7880000000000003,0.016126777977271994
train_01809,410.9376647708949,0.0,1.05,0.007699335803964645
train_05736,480.00000000000006,0.0,0.0,0.0
train_02351,333.67398110240686,0.0,3.1390000000000002,0.02173235875777838
train_01546,307.82232145175107,0.13909102154322617,0.0,0.003547715891815952
train_01038,360.00000000000006,0.0,0.0,0.0
train_02692,1079.9999999999998,0.0,0.0,0.007342898682683976
train_05395,384.01662250409044,0.004524854118703213,0.0,0.004848449587033307
train_06773,720.0,0.1369267460413746,0.0,0.0
train_07686,319.3045780720326,0.1335945547641749,2.2720000000000002,0.006722463110483683
train_04924,720.0,0.0,0.0,0.0
train_01483,655.1513046536678,0.0,0.0,0.0043964740278296804
train_03925,479.99999999999983,0.0,0.0,0.0033168705989273244
train_05846,700.0357233988263,0.0,0.0,0.0021624333429922024
train_05048,418.36232093441953,0.0,2.098,0.011178617540368785
train_04971,538.6461481894031,0.08410881425767415,5.627,0.012213218366237781
train_04321,706.7488957625286,0.0,10.432,0.006508523996927977
train_02261,286.0806938274226,0.07098110270445114,0.0,0.0027201299134046644
train_03463,539.300080581049,0.08523203556382396,5.672,0.012234286588163326
train_05095,1080.0,0.0,0.0,0.0
train_03023,235.67947100766133,0.0,2.435,0.040488288762475455
train_04434,297.6789209787847,0.030984988817231843,2.184,0.0045796877110949805
train_05321,494.59690810861383,0.007168416867413523,0.947,0.023688963903941252
train_07708,479.99999999999994,0.0,0.0,0.0
train_04231,302.15587618540894,0.0,0.0,0.018778754968545586
train_06418,720.0,0.0,0.0,0.0
train_05483,363.11169884243037,0.04790810172467145,0.0,0.0053063487809990265
train_02949,518.817159658027,0.008591691309173791,4.996,0.02678308380426922
train_03275,719.9999999999999,0.0,0.0,0.0
train_04589,258.13265406093853,0.00635511577022305,6.619,0.013744476438531267
train_04702,720.0000000000001,0.0,1.324,0.0
train_00600,454.1070628846817,0.08699701568252886,13.671,0.009229477103974674
train_05853,191.81377728891292,0.046977012994276555,16.304,0.008357989402069438
train_02252,720.0,0.0,0.0,0.0
train_05408,290.6112552159693,0.0,5.01,0.045505566847677696
train_02386,1080.0,0.0,0.0,0.0
train_06351,465.83118925100064,0.01162569087097389,0.0,0.0060258387967605095
train_07316,720.0,0.1065581975483225,0.0,0.0
train_03390,239.99999999999997,0.0,2.299,0.0
train_00563,458.76104505128,0.0,0.0,0.003977511151946892
train_02560,455.3544179446597,0.0,0.0,0.0027288107842602196
train_03548,329.1525002881331,0.0,4.371,0.00408003394588243
train_06942,360.0,0.0,0.0,0.0
train_04266,202.58448247217146,0.0,0.0,0.002679686369507313
train_02702,1080.0,0.0,0.0,0.0
train_01622,431.990557311871,0.0,0.0,0.027610199207587283
train_06586,541.8317802461203,0.02583306555967589,0.0,0.00534890935738203
train_02030,541.9007548570721,0.0,0.0,0.020624510167883515
train_01167,795.6666564651873,0.0,4.423,0.012582414817051689
train_03481,467.02090192837704,0.0,0.0,0.004326625621411605
train_07562,901.4032903707464,0.0,2.961,0.007341065922771986
train_04771,720.0000000000001,0.0,0.0,0.0
